ID,Year,Month,KW,Incident_Start,Incident_End,Impact_Assessment,Failure_Type,Failure_Duration,Weighted_Failure_Duration,Responsible,Root_Cause,Business_Impact,Solution,Notes_Ticket,Prio_Ticket,Brands,Channel,Impact_Online,Impact_Offline,Products,Retail_o2_o2S_Marked,Retail_o2_OPS_Marked,Retail_o2_MSD_Marked,Retail_o2_IDS_Marked,Retail_o2_TPI_Marked,Retail_o2_o2S_PO_GA_Loss,Retail_o2_o2S_VVL_GA_Loss,Retail_o2_o2S_FN_GA_Loss,Retail_o2_o2S_PP_GA_Loss,Retail_o2_o2S_Total_GA_Loss,Retail_o2_OPS_PO_GA_Loss,Retail_o2_OPS_VVL_GA_Loss,Retail_o2_OPS_FN_GA_Loss,Retail_o2_OPS_PP_GA_Loss,Retail_o2_OPS_Total_GA_Loss,Retail_o2_MSD_PO_GA_Loss,Retail_o2_MSD_VVL_GA_Loss,Retail_o2_MSD_FN_GA_Loss,Retail_o2_MSD_PP_GA_Loss,Retail_o2_MSD_Total_GA_Loss,Retail_o2_IDS_PO_GA_Loss,Retail_o2_IDS_VVL_GA_Loss,Retail_o2_IDS_FN_GA_Loss,Retail_o2_IDS_PP_GA_Loss,Retail_o2_IDS_Total_GA_Loss,Retail_o2_TPI_PO_GA_Loss,Retail_o2_TPI_VVL_GA_Loss,Retail_o2_TPI_FN_GA_Loss,Retail_o2_TPI_PP_GA_Loss,Retail_o2_TPI_Total_GA_Loss,Retail_o2_o2S_PO_Revenue_Loss,Retail_o2_o2S_VVL_Revenue_Loss,Retail_o2_o2S_myH_Revenue_Loss,Retail_o2_o2S_FN_Revenue_Loss,Retail_o2_o2S_PP_Revenue_Loss,Retail_o2_o2S_Total_Revenue_Loss,Retail_o2_OPS_PO_Revenue_Loss,Retail_o2_OPS_VVL_Revenue_Loss,Retail_o2_OPS_myH_Revenue_Loss,Retail_o2_OPS_FN_Revenue_Loss,Retail_o2_OPS_PP_Revenue_Loss,Retail_o2_OPS_Total_Revenue_Loss,Retail_o2_MSD_PO_Revenue_Loss,Retail_o2_MSD_VVL_Revenue_Loss,Retail_o2_MSD_myH_Revenue_Loss,Retail_o2_MSD_FN_Revenue_Loss,Retail_o2_MSD_PP_Revenue_Loss,Retail_o2_MSD_Total_Revenue_Loss,Retail_o2_IDS_PO_Revenue_Loss,Retail_o2_IDS_VVL_Revenue_Loss,Retail_o2_IDS_myH_Revenue_Loss,Retail_o2_IDS_FN_Revenue_Loss,Retail_o2_IDS_PP_Revenue_Loss,Retail_o2_IDS_Total_Revenue_Loss,Retail_o2_TPI_PO_Revenue_Loss,Retail_o2_TPI_VVL_Revenue_Loss,Retail_o2_TPI_myH_Revenue_Loss,Retail_o2_TPI_FN_Revenue_Loss,Retail_o2_TPI_PP_Revenue_Loss,Retail_o2_TPI_Total_Revenue_Loss,Retail_o2_Total_PO_Percentage,Retail_o2_Total_VVL_Percentage,Retail_o2_Total_FN_Percentage,Retail_o2_Total_PP_Percentage,Retail_o2_Total_PO_GA_Loss,Retail_o2_Total_VVL_GA_Loss,Retail_o2_Total_FN_GA_Loss,Retail_o2_Total_PP_GA_Loss,Retail_o2_Total_GA_Loss,Retail_o2_PO_Revenue_Loss,Retail_o2_VVL_Revenue_Loss,Retail_o2_myH_Revenue_Loss,Retail_o2_FN_Revenue_Loss,Retail_o2_PP_Revenue_Loss,Retail_o2_Total_Revenue_Loss,Online_o2_Marked,Online_blau_Marked,Online_TSI_Marked,Online_SC_Marked,Online_Port_Marked,Online_o2_PO_GA_Loss,Online_o2_VVL_GA_Loss,Online_blau_PO_GA_Loss,Online_blau_VVL_GA_Loss,Online_o2_FN_GA_Loss,Online_o2_PP_GA_Loss,Online_Total_GA_Loss,Online_o2_PO_Revenue_Loss,Online_o2_VVL_Revenue_Loss,Online_blau_PO_Revenue_Loss,Online_blau_VVL_Revenue_Loss,Online_myH_Revenue_Loss,Online_o2_FN_Revenue_Loss,Online_o2_PP_Revenue_Loss,Online_Total_Revenue_Loss,CSS_o2_PO_GA_Loss,CSS_o2_VVL_GA_Loss,CSS_blau_PO_GA_Loss,CSS_blau_VVL_GA_Loss,CSS_o2_FN_GA_Loss,CSS_Total_GA_Loss,CSS_o2_PO_Revenue_Loss,CSS_o2_VVL_Revenue_Loss,CSS_blau_PO_Revenue_Loss,CSS_blau_VVL_Revenue_Loss,CSS_myH_Revenue_Loss,CSS_o2_FN_Revenue_Loss,CSS_Total_Revenue_Loss,Total_o2_PO_GA_Loss,Total_o2_VVL_GA_Loss,Total_blau_PO_GA_Loss,Total_blau_VVL_GA_Loss,Total_FN_GA_Loss,Total_PP_GA_Loss,Total_GA_Loss,Total_o2_PO_Revenue_Loss,Total_o2_VVL_Revenue_Loss,Total_blau_PO_Revenue_Loss,Total_blau_VVL_Revenue_Loss,Total_myH_Revenue_Loss,Total_FN_Revenue_Loss,Total_PP_Revenue_Loss,Total_Revenue_Loss,Incident_Type
54,2019,12,49,12/3/19 9:15,12/3/19 9:15,High,Ausfall,"1,00","1,00",ST,,"Anmeldung Partos, ePOS nicht möglich. Ausfall Netwerkverbindung zwischen DC Alcala (Spanien) ",in Analyse,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,0 ,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
55,2019,12,49,12/3/19 9:30,12/3/19 12:10,Medium,Einschränkung,"2,40","2,40",NT,,"Prepaid Customer Selfcare and PEPS services were unavailable. Prepaid customers data were unable to access through ePos. Mobile Apps customers were unable to use Mobile apps, Prepaid pack bookings and changes like barring, tariff changes.  Around 400 requests were pending related to CVB pack booking and SIM Activation at PSST end. (*nicht in ST Verantwortung)","Customer Selfcare, ePOS and PEPS services were unavailable after implementation of change (CRQ000002629428 - Commercial launch change for ALDI OCS). OCS team executed one script during the change implementation, due to which errors / blocks were produced on the OCS database (PPGA). Further investigation to be carried out by OCS team.",,,"O2, Blau","Shops, Partnershops, MSD, Indirect, Online Portal",0 ,406 Prepaid,Prepaid,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
56,2019,12,49,12/3/19 15:00,12/3/19 19:30,Medium,Einschränkung,"4,50","1,13",ST,,"ePOS im Zeitraum sporadisch nicht erreichbar.  Gemessene Ausfallzeiten ca. 1,1h",Datenbanküberlastung infolge Kapazitätsengpass beim Serverspeicher. Analysen und Maßnahmen definition in Arbeit ,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,"69 Postpaid, 1 DSL, 95 Prepaid","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
57,2019,12,49,12/3/19 18:00,12/3/19 20:00,High,Einschränkung,"2,00","1,00",ST,,Wincash Zugrif für Partnershops nicht möglich,Ausfall der Datenkommunikation zur Wincash citriux Umgebung. Ursache in Analyse,,,"O2, Blau",Partner Shops,0 ,0 ,my Handy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
58,2019,12,49,12/4/19 8:00,12/4/19 9:30,High,Einschränkung,"1,50","0,75",ST,,Wincash Zugrif für Partnershops nicht möglich,Ausfall der Datenkommunikation zur Wincash citriux Umgebung. Ursache in Analyse,,,"O2, Blau",Partner Shops,0 ,0 ,my Handy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
59,2019,12,49,12/6/19 16:51,12/6/19 17:58,High,Ausfall,"1,12","1,12",ST,,ePOS für TEF Shops nicht verfügbar,in Analyse,,,"O2, Blau",Shops,0 ,"40 Postpaid,3 VVL, 1 DSL, 20 Prepaid","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
60,2019,12,49,12/7/19 10:00,12/7/19 13:00,Medium,Einschränkung,"3,00","0,75",ST,,"Verzögerte Order Verarbeitung. Aufträge bleiben im Status ""Commited"" hängen",Aufgrund geplanter Arbeiten stand Salcus Mirror DB nicht zur Verfügung. Verarbeitung erfolgte alles über Salcus Mai. Diese musste neben der Last aus BAU zusätzliche Last aus ngOCS Migrationsauftägen und einer Datenreplikaton im Rahmen der gelanten Arbeiten an der Mirror DB verarbieten. Das führte zu einer zeitweisen Systemüberlastung.,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,"40 Postpaid, 1 DSL, 54 Prepaid","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
61,2019,12,51,12/19/19 5:30,12/20/19 14:08,Low,Einschränkung,"19,13","3,16",ST,,Verlängerte Anmledezeiten an Partos. Diverse Einschränkungen weiderkehrende geringere Einschränkungen beim Arbeiten mit ePOS  ,Leitungsunterbrechung WAN Verbindung zum DC Alcala,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",,,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
62,2020,1,2,1/8/20 15:58,1/8/20 17:06,Low,Einschränkung,"1,08",,NT,,"Order processing was getting delayed in Salcus due to impairment in network (NGOCS) activation.
Approximately 4900 post-paid customer orders (activations, deactivations, contract prolongation, pack bookings, move and changes like barring, tariff changes and porting) were affected.","Failure of ngOCS (next generation online charging system) network systems caused delay in order processing. Exact root cause for ngOCS network failure is under investigation with Telefonica NT via UTS ticket ID: IMG000002839191/ INC000001468497.
TEF NT partner provider (Huawei) re-started affected systems (BMP) at their end post which orders started processing again. ",,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,0 ,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
63,2020,1,3,1/13/20 10:00,1/13/20 14:00,High,Einschränkung,"4,00","2,00",ST,,"Performanceeinschränkungen Salcus OSB.
ePOS Auftragserfassung mobile pre-, postpaid,  o2 DSL, My Handy für Bestandskunden eingeschränkt. Im Ausfallzeitraum ca. 2h Unavailability
",diverse Konfigurationsfehler nach initialem Neuaufsetzen der Salcus OSB Domäne,,,"O2, Blau","Shops, Partnershops, MSD, Indirect","100 Blau, 100 o2","215 PO,  32 VVL, 8 DSL,  323 Prepaid","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
64,2020,1,3,1/14/20 9:30,1/14/20 15:45,High,Einschränkung,"6,25","3,12",B2x,,Wiederkehrende Nichterreichbarkeit von PartOS,Netzwerkproblem im Verantwortungsbereich des Dienstleisters Syzygy,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,0 ,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
65,2020,1,3,1/14/20 13:00,1/14/20 15:00,High,Einschränkung,"2,00","1,00",ST,,"Performanceeinschränkungen Salcus OSB.
ePOS Auftragserfassung mobile pre-, postpaid,  o2 DSL, My Handy für Bestandskunden eingeschränkt. Im Ausfallzeitraum ca. 1h Unavailability
",diverse Konfigurationsfehler nach initialem Neuaufsetzen der Salcus OSB Domäne,,,"O2, Blau","Shops, Partnershops, MSD, Indirect","100 Blau, 100 o2","108 PO, 16 VVL, 4 DSL, 162 PP","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
66,2020,1,3,1/16/20 13:30,1/16/20 15:00,High,Einschränkung,"1,50","0,75",ST,,ePOS Auftragserfasssung für neu und Bestandskunden möglich. Aufträge wurden mit Verzögerung in MCE verarbeitet und an Salcus übermittelt ,Überlast der DPM Services. Timout der MCE Requests an DPM zur Ermittlung der Docuemtn ID,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,0 ,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
67,2020,1,3,1/16/20 14:10,1/16/20 14:50,High,Einschränkung,"0,67","0,33",ST,,ePOS Performance stark eingeschränkt. Die Startseite öffnet sich erst nach mehreren Minuten und die Kundensuche ist stark verlangsamt,in Analyse,,,"O2, Blau","Shops, Partnershops, MSD, Indirect",0 ,0 ,"Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
68,2020,1,4,1/20/20 10:15,1/20/20 11:00,Medium,Ausfall,"0,75","0,38",ST,,Ausfall Wincash,DB Listner hat sich aufgehangen,,,,"Shops
Partnershops",0 ,0 ,"Prepaid (Voucher, myHandy Checkout",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
69,2020,1,4,1/21/20 9:36,1/21/20 10:57,Medium,Ausfall,"1,36","0,68",ST,,Störung Citrix Anmeldung Wincash Partnershops,in Analyse,,,,Partnershops,0 ,0 ,"Prepaid (Voucher, myHandy Checkout",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
70,2020,1,4,1/21/20 15:50,1/21/20 18:55,High,Ausfall,"3,08","3,08",ST,,"Ausfall MCE, High active Calls MCE DB
Auftragserfassung mobile pre-, postpaid,  o2 DSL, My Handy für Neu- und Bestndkunden nicht möglich.
Customer Selfcare Services nicht möglich (z.B: mein Vertrag, meine Rechnung, meine Daten)
",in Analyse / Release,,,,"Shops, Partnershops, MSD, Indirect","100 o2 PO, 100 Blau PO, 100 VVL, 50 DSL","272 PO, 54 VVL, 12 DSL, 424 PP","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
71,2020,1,4,1/23/20 8:00,1/23/20 11:30,,,,,NT,,"Orders verbleiben in Status Transmitted to BST, NT Fehler",Problem bei NT.  Probleme mit SAS-NGOCS Interface für NGOCS System,,,,,0 ,0 ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
72,2020,1,4,1/24/20 14:17,1/24/20 16:50,High,Ausfall,"2,54","2,54",ST,,"Netzwerkfehler im DC Allach. Ausfall diverser Applikationen, MCE, SALCUS, DPM, …","in Analyse / Change in RZ
DSL Verfügbarkeitscheck länger down","* Aktivierungsbriefe erst am 27.01.2020 verschickt, d.h. ein Teil der Orders (mehrere hundert) wird erst im Februar aktiviert und berechnet",,,"Shops, Partnershops, MSD, Indirect, Online Portal","75 Blau PO, 100 o2 PO, 100 VVL, 50 DSL*","224 PO, 45 VVL, 10 DSL, 349 PP","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
73,2020,1,4,1/25/20 13:30,1/25/20 15:00,High,Ausfall,"1,50","1,50",ST,,"Ausfall MCE, High active Calls MCE DB
Auftragserfassung mobile pre-, postpaid,  o2 DSL, My Handy für Neu- und Bestndkunden nicht möglich.
Customer Selfcare Services nicht möglich (z.B: mein Vertrag, meine Rechnung, meine Daten)
",in Analyse / Release,"* Aktivierungsbriefe erst am 27.01.2020 verschickt, d.h. ein Teil der Orders (mehrere hundert) wird erst im Februar aktiviert und berechnet",,,"Shops, Partnershops, MSD, Indirect, Online Portal","125 Blau PO, 100 o2 PO, 100 VVL, 100 DSL*","132 PO, 26 VVL, 6 DSL, 206 PP","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
74,2020,1,4,1/26/20 8:00,1/31/20 14:00,Medium,Performance,,,Business,, Performance Beeinträchtigung Online Shop MyHandy (eDEL) ,Google Tag Manager der viel Ladezeiten benötigt um einzelne Skripte zu starten. Diese Skripte sind für versch. Banner im Shop und Tracking (40 versch. Facebook Pixel) Möglichkeiten.  Z.B. für die Cookie Einstellungen und Consents. ,,,,Online Portal,150 PO o2,0 ,myHandy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
75,2020,2,5,2/1/20 5:27,2/2/20 0:00,High,Ausfall,,,ST/NT,,"Power outage in DC Hamburg 
Different services (Fixnet, B2B invoice, Mobile App - Postpaid [o2online]: Customer-Data Call) are not available due to a power outage in DC Hamburg. / 
Verschiedene Dienste (Fixnet, B2B-Rechnung, Mobile App - Postpaid [o2online]: Customer-Data Call) sind aufgrund eines Stromausfalls in DC Hamburg nicht verfügbar. 
",,,,,"Shops, Partnershops, MSD, Indirect, Online Portal",0 ,"88 PO, 138 PP ","Postpaid,
Prepaid
Fixnet
my Handy",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,€0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€0 ,,,,,,,,,,,,,,0 ,,,,,,,,,0,,,,,0 ,,,0,4. UX / CEX
